id,price,time_since_posting,imgurl,url
691730118,180,0.03819444444444444,https://images.craigslist.org/00j0j_90gdbQD0WbF_300x300.jpg,https://baltimore.craigslist.org/fuo/d/abingdon-brown-leather-couch/6917301186.html
692191522,1,0.03888888888888889,https://images.craigslist.org/00G0G_kg1kYXbnCkg_300x300.jpg,https://baltimore.craigslist.org/fuo/d/baltimore-free-couch/6921915220.html
691996672,0,0.09166666666666667,https://images.craigslist.org/00W0W_5NbBAyvWF9L_300x300.jpg,https://baltimore.craigslist.org/fuo/d/baltimore-desk-office-chair-ikea-poang/6919966727.html
692173821,80,0.18472222222222223,https://images.craigslist.org/00w0w_9v5YQbclV0u_300x300.jpg,https://baltimore.craigslist.org/fuo/d/owings-mills-drexel-heritage-couch/6921738214.html
692154848,75,0.3263888888888889,https://images.craigslist.org/00O0O_bkn4SyhCCod_300x300.jpg,https://annapolis.craigslist.org/fuo/d/crownsville-recliner-reclingin-couch/6921548487.html
690502032,40,0.3534722222222222,https://images.craigslist.org/00p0p_bvZiF18NgWe_300x300.jpg,https://baltimore.craigslist.org/fuo/d/manchester-antique-couch/6905020327.html
692142109,850,0.46249999999999997,https://images.craigslist.org/01212_bxMBjOwDUKf_300x300.jpg,https://washingtondc.craigslist.org/mld/fuo/d/hyattsville-sectional-couch-plus/6921421099.html
692141976,0,0.46527777777777773,https://images.craigslist.org/00s0s_kDfpxIkN2xb_300x300.jpg,https://baltimore.craigslist.org/fuo/d/dundalk-free-sectional-couch/6921419764.html
691105857,375,0.5409722222222222,https://images.craigslist.org/00q0q_7mGjiYoFOAG_300x300.jpg,https://baltimore.craigslist.org/fuo/d/baltimore-ikea-karlstad-couch-with/6911058578.html
691388391,100,0.7597222222222223,https://images.craigslist.org/00707_6gHP8fw3jfe_300x300.jpg,https://baltimore.craigslist.org/fuo/d/middle-river-sectional-couch/6913883912.html
691388788,60,0.7597222222222223,https://images.craigslist.org/00R0R_ftLjI9qRGoY_300x300.jpg,https://baltimore.craigslist.org/fuo/d/middle-river-chair-and-half-couch-with/6913887885.html
692131901,225,0.8472222222222222,https://images.craigslist.org/00000_lqY55uJoxQn_300x300.jpg,https://baltimore.craigslist.org/fuo/d/baltimore-cherry-wood-futon-couch/6921319019.html
690846122,1100,0.90625,https://images.craigslist.org/00k0k_6EaCESgTGPF_300x300.jpg,https://baltimore.craigslist.org/fuo/d/nottingham-hermin-miller-new-leather/6908461226.html
692124189,150,0.9590277777777777,https://images.craigslist.org/00G0G_fbFKafuXHwX_300x300.jpg,https://baltimore.craigslist.org/fuo/d/pasadena-white-real-italian-leather/6921241899.html
692112328,350,1.0638888888888889,https://images.craigslist.org/00L0L_aNKyuiXInkw_300x300.jpg,https://washingtondc.craigslist.org/mld/fuo/d/derwood-reversible-sectional-couch/6921123284.html
692113624,30,1.0680555555555555,https://images.craigslist.org/00N0N_4mo7LjI505e_300x300.jpg,https://baltimore.craigslist.org/fuo/d/pasadena-red-twin-futon-couch/6921136241.html
692113088,250,1.0729166666666667,https://images.craigslist.org/00p0p_wnPmqEWBAw_300x300.jpg,https://annapolis.craigslist.org/fuo/d/severna-park-full-sleeper-microfiber/6921130889.html
692101330,750,1.1659722222222222,https://images.craigslist.org/00v0v_9fcu1IoRqf2_300x300.jpg,https://washingtondc.craigslist.org/mld/fuo/d/lanham-macys-radley-sectional/6921013309.html
692100216,0,1.175,https://images.craigslist.org/00M0M_5Ytogpj7Mib_300x300.jpg,https://washingtondc.craigslist.org/mld/fuo/d/silver-spring-free-couch-love-seat-and/6921002163.html
691850307,98,1.1805555555555556,https://images.craigslist.org/01515_kSNPm2JyDnA_300x300.jpg,https://washingtondc.craigslist.org/mld/fuo/d/black-3-seat-couch/6918503079.html
692094556,300,1.2166666666666668,https://images.craigslist.org/00Z0Z_2hfYYGWc6Xk_300x300.jpg,https://washingtondc.craigslist.org/mld/fuo/d/laurel-couch/6920945569.html
692081058,700,1.2770833333333333,https://images.craigslist.org/00H0H_b6ksrbJNHm4_300x300.jpg,https://baltimore.craigslist.org/fuo/d/parkville-hughes-two-piece-set-couch/6920810580.html
692085163,100,1.2833333333333332,https://images.craigslist.org/00A0A_goMnvHEG3bl_300x300.jpg,https://baltimore.craigslist.org/fuo/d/lutherville-timonium-couch-for-sale/6920851632.html
692080823,30,1.3152777777777778,https://images.craigslist.org/00H0H_7IOTZHIGIXo_300x300.jpg,https://washingtondc.craigslist.org/mld/fuo/d/greenbelt-ikea-couch/6920808235.html
690946322,125,1.320138888888889,https://images.craigslist.org/00F0F_dZzuCwbeNSl_300x300.jpg,https://baltimore.craigslist.org/fuo/d/halethorpe-microfiber-couch-sofa-neutral/6909463222.html
690946900,125,1.320138888888889,https://images.craigslist.org/00F0F_dZzuCwbeNSl_300x300.jpg,https://annapolis.craigslist.org/fuo/d/halethorpe-microfiber-couch-sofa-neutral/6909469004.html
692076343,50,1.3493055555555555,https://images.craigslist.org/00d0d_fWovMuDxVSH_300x300.jpg,https://baltimore.craigslist.org/fuo/d/ellicott-city-couch-futon/6920763435.html
