,Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
0,705,STANDARD,Aibonito,PR,PRIMARY,18.14,-66.26,NA-US-PR-AIBONITO,False,,,
1,610,STANDARD,Anasco,PR,PRIMARY,18.28,-67.14,NA-US-PR-ANASCO,False,,,
2,611,PO BOX,Angeles,PR,PRIMARY,18.28,-66.79,NA-US-PR-ANGELES,False,,,
3,612,STANDARD,Arecibo,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,False,,,
4,601,STANDARD,Adjuntas,PR,PRIMARY,18.16,-66.72,NA-US-PR-ADJUNTAS,False,,,
5,631,PO BOX,Castaner,PR,PRIMARY,18.19,-66.82,NA-US-PR-CASTANER,False,,,
6,602,STANDARD,Aguada,PR,PRIMARY,18.38,-67.18,NA-US-PR-AGUADA,False,,,
7,603,STANDARD,Aguadilla,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,False,,,
8,604,PO BOX,Aguadilla,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,False,,,
9,605,PO BOX,Aguadilla,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,False,,,
10,703,STANDARD,Aguas Buenas,PR,PRIMARY,18.25,-66.1,NA-US-PR-AGUAS BUENAS,False,,,
11,704,STANDARD,Aguirre,PR,PRIMARY,17.96,-66.22,NA-US-PR-AGUIRRE,False,,,
12,7675,STANDARD,Westwood,NJ,PRIMARY,40.98,-74.03,NA-US-NJ-WESTWOOD,False,13245.0,24083.0,1089095041.0
13,7677,STANDARD,Woodcliff Lake,NJ,PRIMARY,41.02,-74.05,NA-US-NJ-WOODCLIFF LAKE,False,2945.0,5471.0,325436960.0
14,7885,STANDARD,Wharton,NJ,PRIMARY,40.89,-74.58,NA-US-NJ-WHARTON,False,5273.0,8999.0,240827990.0
15,7981,STANDARD,Whippany,NJ,PRIMARY,40.82,-74.41,NA-US-NJ-WHIPPANY,False,4585.0,8057.0,292096795.0
16,7999,STANDARD,Whippany,NJ,PRIMARY,40.82,-74.41,NA-US-NJ-WHIPPANY,False,,,
17,8888,PO BOX,Whitehouse,NJ,PRIMARY,40.62,-74.76,NA-US-NJ-WHITEHOUSE,False,,,
18,8889,STANDARD,Whitehouse Station,NJ,PRIMARY,40.6,-74.76,NA-US-NJ-WHITEHOUSE STATION,False,4691.0,8570.0,401312434.0
19,7095,STANDARD,Woodbridge,NJ,PRIMARY,40.55,-74.28,NA-US-NJ-WOODBRIDGE,False,10018.0,17272.0,528315021.0
20,7481,STANDARD,Wyckoff,NJ,PRIMARY,40.99,-74.16,NA-US-NJ-WYCKOFF,False,8079.0,15208.0,896273759.0
21,10451,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,19434.0,31477.0,471446942.0
22,10452,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,33517.0,56277.0,723508523.0
23,10453,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,34152.0,57691.0,699611756.0
24,10454,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,13139.0,22387.0,273119576.0
25,10455,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,14914.0,25139.0,325274189.0
26,10456,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,34793.0,58750.0,732907466.0
27,10457,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,29023.0,48779.0,614273091.0
28,10458,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,29920.0,50085.0,693447254.0
29,10459,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,17977.0,30434.0,414021653.0
30,10460,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,23466.0,39507.0,531807385.0
31,10461,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,21862.0,35421.0,839765651.0
32,10462,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,35620.0,57854.0,1197519842.0
33,10463,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,31592.0,50313.0,1284853119.0
34,10464,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,2131.0,3381.0,108256016.0
35,10465,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,18686.0,30798.0,817052868.0
36,10466,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,29153.0,47658.0,924776075.0
37,10467,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,39540.0,64907.0,1114305720.0
38,10468,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,34706.0,55824.0,840612915.0
39,10469,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,28964.0,47625.0,1017556583.0
40,10470,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,7000.0,10880.0,260963512.0
41,10471,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,9876.0,15606.0,623827705.0
42,10472,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,26025.0,43761.0,630416228.0
43,10473,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,26122.0,42812.0,817850845.0
44,10474,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,4369.0,7377.0,97578251.0
45,10475,STANDARD,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,21124.0,31659.0,740068715.0
46,10499,UNIQUE,Bronx,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,False,,,
47,10001,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,12534.0,16553.0,1031960117.0
48,10002,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,45236.0,70604.0,1394042364.0
49,10003,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,28817.0,36569.0,
50,10004,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,1967.0,2909.0,333623384.0
51,10005,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,4697.0,6293.0,791578339.0
52,10006,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,2236.0,2849.0,240075649.0
53,10007,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,3551.0,5396.0,1143186856.0
54,10008,PO BOX,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,550.0,732.0,27103411.0
55,10009,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,31275.0,42731.0,1572036810.0
56,10010,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,17401.0,22785.0,2084544435.0
57,10011,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,30434.0,38784.0,1264531973.0
58,10012,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,13415.0,17738.0,1529644615.0
59,10013,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,15981.0,24199.0,450956340.0
60,10014,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,19374.0,24292.0,
61,10016,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,31673.0,40683.0,1412438620.0
62,10017,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,15803.0,19975.0,1685441363.0
63,10018,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,4416.0,5928.0,810026753.0
64,10019,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,24515.0,31889.0,
65,10020,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,1134.0,1926.0,207363546.0
66,10021,STANDARD,New York,NY,PRIMARY,40.77,-73.95,NA-US-NY-NEW YORK,False,29820.0,42627.0,1022024689.0
67,10022,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,20815.0,29014.0,731534552.0
68,10023,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,34334.0,48044.0,1270483799.0
69,10024,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,31925.0,47261.0,1108944328.0
70,10025,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,47778.0,70190.0,1675737238.0
71,10026,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,16054.0,24221.0,647150670.0
72,10027,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,25372.0,37948.0,918919244.0
73,10028,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,25557.0,36525.0,964357485.0
74,10029,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,31490.0,48403.0,1050141146.0
75,10030,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,11541.0,17771.0,345769267.0
76,10031,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,26900.0,40901.0,718068721.0
77,10032,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,29755.0,45758.0,754754912.0
78,10033,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,30134.0,45474.0,881087274.0
79,10034,STANDARD,New York,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,False,20855.0,32614.0,604187876.0
80,613,PO BOX,Arecibo,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,False,,,
81,614,PO BOX,Arecibo,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,False,,,
82,714,STANDARD,Arroyo,PR,PRIMARY,17.97,-66.06,NA-US-PR-ARROYO,False,,,
83,616,STANDARD,Bajadero,PR,PRIMARY,18.4,-66.66,NA-US-PR-BAJADERO,False,,,
84,617,STANDARD,Barceloneta,PR,PRIMARY,18.45,-66.53,NA-US-PR-BARCELONETA,False,,,
85,794,STANDARD,Barranquitas,PR,PRIMARY,18.18,-66.3,NA-US-PR-BARRANQUITAS,False,,,
86,622,STANDARD,Boqueron,PR,PRIMARY,17.99,-67.15,NA-US-PR-BOQUERON,False,,,
87,623,STANDARD,Cabo Rojo,PR,PRIMARY,18.08,-67.14,NA-US-PR-CABO ROJO,False,,,
88,627,STANDARD,Camuy,PR,PRIMARY,18.48,-66.84,NA-US-PR-CAMUY,False,,,
89,729,STANDARD,Canovanas,PR,PRIMARY,18.37,-65.9,NA-US-PR-CANOVANAS,False,,,
90,979,STANDARD,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
91,981,PO BOX,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
92,982,STANDARD,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
93,983,STANDARD,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
94,984,PO BOX,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
95,985,STANDARD,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
96,986,PO BOX,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
97,987,STANDARD,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
98,988,PO BOX,Carolina,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,False,,,
99,736,STANDARD,Cayey,PR,PRIMARY,18.11,-66.16,NA-US-PR-CAYEY,False,,,
100,739,STANDARD,Cidra,PR,PRIMARY,18.17,-66.15,NA-US-PR-CIDRA,False,,,
101,769,STANDARD,Coamo,PR,PRIMARY,18.08,-66.36,NA-US-PR-COAMO,False,,,
102,782,STANDARD,Comerio,PR,PRIMARY,18.22,-66.22,NA-US-PR-COMERIO,False,,,
103,783,STANDARD,Corozal,PR,PRIMARY,18.34,-66.31,NA-US-PR-COROZAL,False,,,
104,9848,MILITARY,Apo,AE,PRIMARY,,,,False,,,
105,10200,STANDARD,New York,NY,PRIMARY,40.77,73.95,NA-US-NY-NEW YORK,False,,,
106,9323,MILITARY,Apo,AE,PRIMARY,-44.25,33.53,ME-IQ,False,,,
107,659,STANDARD,Hatillo,PR,PRIMARY,18.48,-66.82,NA-US-PR-HATILLO,False,,,
108,660,STANDARD,Hormigueros,PR,PRIMARY,18.14,-67.12,NA-US-PR-HORMIGUEROS,False,,,
109,791,STANDARD,Humacao,PR,PRIMARY,18.15,-65.81,NA-US-PR-HUMACAO,False,,,
110,792,PO BOX,Humacao,PR,PRIMARY,18.15,-65.81,NA-US-PR-HUMACAO,False,,,
111,662,STANDARD,Isabela,PR,PRIMARY,18.5,-67.02,NA-US-PR-ISABELA,False,,,
112,664,STANDARD,Jayuya,PR,PRIMARY,18.22,-66.59,NA-US-PR-JAYUYA,False,,,
113,795,STANDARD,Juana Diaz,PR,PRIMARY,18.05,-66.5,NA-US-PR-JUANA DIAZ,False,,,
114,777,STANDARD,Juncos,PR,PRIMARY,18.22,-65.91,NA-US-PR-JUNCOS,False,,,
115,728,STANDARD,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
116,725,STANDARD,Caguas,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,False,,,
117,726,PO BOX,Caguas,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,False,,,
118,727,STANDARD,Caguas,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,False,,,
119,737,PO BOX,Cayey,PR,PRIMARY,18.11,-66.16,NA-US-PR-CAYEY,False,,,
120,735,STANDARD,Ceiba,PR,PRIMARY,18.26,-65.64,NA-US-PR-CEIBA,False,,,
121,742,PO BOX,Roosevelt Roads,PR,PRIMARY,18.27,-65.65,NA-US-PR-ROOSEVELT ROADS,False,,,
122,638,STANDARD,Ciales,PR,PRIMARY,18.33,-66.47,NA-US-PR-CIALES,False,,,
123,780,STANDARD,Coto Laurel,PR,PRIMARY,18.09,-66.57,NA-US-PR-COTO LAUREL,False,,,
124,775,PO BOX,Culebra,PR,PRIMARY,18.31,-65.3,NA-US-PR-CULEBRA,False,,,
125,646,STANDARD,Dorado,PR,PRIMARY,18.47,-66.27,NA-US-PR-DORADO,False,,,
126,647,STANDARD,Ensenada,PR,PRIMARY,17.96,-66.94,NA-US-PR-ENSENADA,False,,,
127,738,STANDARD,Fajardo,PR,PRIMARY,18.33,-65.65,NA-US-PR-FAJARDO,False,,,
128,650,STANDARD,Florida,PR,PRIMARY,18.36,-66.56,NA-US-PR-FLORIDA,False,,,
129,652,STANDARD,Garrochales,PR,PRIMARY,18.45,-66.6,NA-US-PR-GARROCHALES,False,,,
130,653,STANDARD,Guanica,PR,PRIMARY,17.97,-66.93,NA-US-PR-GUANICA,False,,,
131,784,STANDARD,Guayama,PR,PRIMARY,17.97,-66.11,NA-US-PR-GUAYAMA,False,,,
132,785,PO BOX,Guayama,PR,PRIMARY,17.97,-66.11,NA-US-PR-GUAYAMA,False,,,
133,656,STANDARD,Guayanilla,PR,PRIMARY,18.02,-66.79,NA-US-PR-GUAYANILLA,False,,,
134,965,STANDARD,Guaynabo,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,False,,,
135,966,STANDARD,Guaynabo,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,False,,,
136,968,STANDARD,Guaynabo,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,False,,,
137,969,STANDARD,Guaynabo,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,False,,,
138,970,PO BOX,Guaynabo,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,False,,,
139,971,STANDARD,Guaynabo,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,False,,,
140,778,STANDARD,Gurabo,PR,PRIMARY,18.25,-65.97,NA-US-PR-GURABO,False,,,
141,667,STANDARD,Lajas,PR,PRIMARY,18.04,-67.06,NA-US-PR-LAJAS,False,,,
142,786,PO BOX,La Plata,PR,PRIMARY,18.16,-66.23,NA-US-PR-LA PLATA,False,,,
143,669,STANDARD,Lares,PR,PRIMARY,18.29,-66.88,NA-US-PR-LARES,False,,,
144,670,STANDARD,Las Marias,PR,PRIMARY,18.27,-67.06,NA-US-PR-LAS MARIAS,False,,,
145,771,STANDARD,Las Piedras,PR,PRIMARY,18.18,-65.86,NA-US-PR-LAS PIEDRAS,False,,,
146,931,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
147,933,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
148,934,STANDARD,Fort Buchanan,PR,PRIMARY,18.41,-66.11,NA-US-PR-FORT BUCHANAN,False,,,
149,935,UNIQUE,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
150,936,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
151,772,STANDARD,Loiza,PR,PRIMARY,18.43,-65.88,NA-US-PR-LOIZA,False,,,
152,773,STANDARD,Luquillo,PR,PRIMARY,18.37,-65.71,NA-US-PR-LUQUILLO,False,,,
153,674,STANDARD,Manati,PR,PRIMARY,18.43,-66.48,NA-US-PR-MANATI,False,,,
154,606,STANDARD,Maricao,PR,PRIMARY,18.18,-66.98,NA-US-PR-MARICAO,False,,,
155,707,STANDARD,Maunabo,PR,PRIMARY,18.0,-65.9,NA-US-PR-MAUNABO,False,,,
156,636,PO BOX,Rosario,PR,PRIMARY,18.15,-67.06,NA-US-PR-ROSARIO,False,,,
157,680,STANDARD,Mayaguez,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,False,,,
158,681,PO BOX,Mayaguez,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,False,,,
159,682,STANDARD,Mayaguez,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,False,,,
160,715,STANDARD,Mercedita,PR,PRIMARY,18.0,-66.56,NA-US-PR-MERCEDITA,False,,,
161,676,STANDARD,Moca,PR,PRIMARY,18.39,-67.11,NA-US-PR-MOCA,False,,,
162,687,STANDARD,Morovis,PR,PRIMARY,18.32,-66.4,NA-US-PR-MOROVIS,False,,,
163,718,STANDARD,Naguabo,PR,PRIMARY,18.21,-65.73,NA-US-PR-NAGUABO,False,,,
164,719,STANDARD,Naranjito,PR,PRIMARY,18.3,-66.24,NA-US-PR-NARANJITO,False,,,
165,720,STANDARD,Orocovis,PR,PRIMARY,18.22,-66.39,NA-US-PR-OROCOVIS,False,,,
166,723,STANDARD,Patillas,PR,PRIMARY,18.0,-66.01,NA-US-PR-PATILLAS,False,,,
167,624,STANDARD,Penuelas,PR,PRIMARY,18.06,-66.72,NA-US-PR-PENUELAS,False,,,
168,716,STANDARD,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
169,717,STANDARD,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
170,730,STANDARD,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
171,731,STANDARD,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
172,732,PO BOX,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
173,733,PO BOX,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
174,734,PO BOX,Ponce,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,False,,,
175,740,STANDARD,Puerto Real,PR,PRIMARY,18.33,-65.63,NA-US-PR-PUERTO REAL,False,,,
176,741,STANDARD,Punta Santiago,PR,PRIMARY,18.15,-65.76,NA-US-PR-PUNTA SANTIAGO,False,,,
177,678,STANDARD,Quebradillas,PR,PRIMARY,18.47,-66.93,NA-US-PR-QUEBRADILLAS,False,,,
178,677,STANDARD,Rincon,PR,PRIMARY,18.34,-67.25,NA-US-PR-RINCON,False,,,
179,744,PO BOX,Rio Blanco,PR,PRIMARY,18.22,-65.79,NA-US-PR-RIO BLANCO,False,,,
180,721,PO BOX,Palmer,PR,PRIMARY,18.37,-65.77,NA-US-PR-PALMER,False,,,
181,745,STANDARD,Rio Grande,PR,PRIMARY,18.38,-65.83,NA-US-PR-RIO GRANDE,False,,,
182,637,STANDARD,Sabana Grande,PR,PRIMARY,18.08,-66.96,NA-US-PR-SABANA GRANDE,False,,,
183,688,STANDARD,Sabana Hoyos,PR,PRIMARY,18.38,-66.62,NA-US-PR-SABANA HOYOS,False,,,
184,952,STANDARD,Sabana Seca,PR,PRIMARY,18.42,-66.19,NA-US-PR-SABANA SECA,False,,,
185,751,STANDARD,Salinas,PR,PRIMARY,17.97,-66.29,NA-US-PR-SALINAS,False,,,
186,690,STANDARD,San Antonio,PR,PRIMARY,18.49,-67.09,NA-US-PR-SAN ANTONIO,False,,,
187,683,STANDARD,San German,PR,PRIMARY,18.08,-67.04,NA-US-PR-SAN GERMAN,False,,,
188,901,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
189,902,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
190,906,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
191,907,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
192,908,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
193,909,STANDARD,San Juan,PR,PRIMARY,18.44,-66.06,NA-US-PR-SAN JUAN,False,,,
194,910,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
195,911,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
196,912,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
197,913,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
198,914,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
199,915,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
200,916,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
201,917,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
202,918,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
203,919,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
204,920,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
205,921,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
206,922,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
207,923,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
208,924,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
209,925,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
210,926,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
211,927,STANDARD,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
212,928,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
213,929,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
214,930,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
215,937,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
216,939,UNIQUE,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
217,940,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
218,955,PO BOX,San Juan,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,False,,,
219,956,STANDARD,Bayamon,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,False,,,
220,957,STANDARD,Bayamon,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,False,,,
221,958,PO BOX,Bayamon,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,False,,,
222,959,STANDARD,Bayamon,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,False,,,
223,801,PO BOX,St Thomas,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,False,,,
224,802,STANDARD,St Thomas,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,False,,,
225,803,PO BOX,St Thomas,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,False,,,
226,804,PO BOX,St Thomas,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,False,,,
227,805,PO BOX,St Thomas,VI,PRIMARY,18.34,-64.93,NA-US-VI-ST THOMAS,False,,,
228,820,STANDARD,Christiansted,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,False,,,
229,821,PO BOX,Christiansted,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,False,,,
230,822,PO BOX,Christiansted,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,False,,,
231,823,PO BOX,Christiansted,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,False,,,
232,824,PO BOX,Christiansted,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,False,,,
233,830,STANDARD,St John,VI,PRIMARY,18.33,-64.79,NA-US-VI-ST JOHN,False,,,
234,831,PO BOX,St John,VI,PRIMARY,18.33,-64.79,NA-US-VI-ST JOHN,False,,,
235,840,STANDARD,Frederiksted,VI,PRIMARY,17.71,-64.88,NA-US-VI-FREDERIKSTED,False,,,
236,841,PO BOX,Frederiksted,VI,PRIMARY,17.71,-64.88,NA-US-VI-FREDERIKSTED,False,,,
237,850,STANDARD,Kingshill,VI,PRIMARY,17.76,-64.82,NA-US-VI-KINGSHILL,False,,,
