objid,id,file,match
686712246,2632,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/686712246.jpg,0.0
689460250,1405,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/689460250.jpg,0.6388961672782898
691110298,2118,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/691110298.jpg,0.6402387022972107
691698149,2881,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/691698149.jpg,0.6852453351020813
691456632,896,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/691456632.jpg,0.68633633852005
696675488,2780,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/696675488.jpg,0.6909413933753967
696711834,773,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/696711834.jpg,0.7000880837440491
694423417,715,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/694423417.jpg,0.7076721787452698
696282349,577,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/696282349.jpg,0.7095234990119934
691882505,52,/Users/bsalmon/BrettSalmon/data_science/Insight/scraping/offerup/los_angeles/couch_images/691882505.jpg,0.7113074660301208
