,price,time_since_posting,imgurl,url
691368645,190,3,https://images.craigslist.org/00k0k_bEql308QB16_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-large-leather-couch-ottoman/6913686455.html
691368464,100,3,https://images.craigslist.org/00H0H_4GQGDP6uB5y_600x450.jpg,https://losangeles.craigslist.org/lgb/fuo/d/long-beach-new-leather-futon-couch-100/6913684647.html
691367945,899,3,https://images.craigslist.org/00U0U_17itqf0q7xp_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-beautiful-modern-blue/6913679455.html
691367826,500,3,https://images.craigslist.org/00L0L_kxwJwTGaFhq_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/burbank-couch/6913678263.html
691367491,100,3,https://images.craigslist.org/00v0v_edyYiFxiwlg_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/south-el-monte-couch-set/6913674918.html
691367166,150,3,https://images.craigslist.org/00i0i_h0pqAvi0ECy_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-large-couch-sofa-pillows/6913671669.html
691366843,85,3,https://images.craigslist.org/01010_8qnk0j7ihV3_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-ikea-sleeper-sofa-couch/6913668433.html
691366493,125,3,https://images.craigslist.org/00707_39V6GjIfH9H_600x450.jpg,https://losangeles.craigslist.org/lgb/fuo/d/downey-couch/6913664934.html
691366401,175,3,https://images.craigslist.org/01414_cxtLTftYWdp_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-couch/6913664011.html
691366441,200,3,https://images.craigslist.org/00z0z_akAVzkZd2BP_600x450.jpg,https://losangeles.craigslist.org/lgb/fuo/d/downey-rattan-couch/6913664419.html
691365871,250,3,https://images.craigslist.org/00X0X_c3pyUGyzBZx_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-mid-century-modern-grey/6913658713.html
691365768,900,3,https://images.craigslist.org/00d0d_bjd9vCbL1da_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-couch-in-brand-new/6913657685.html
691365088,60,3,https://images.craigslist.org/00I0I_3GP2d4o4Q9L_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-black-couch-for-sale/6913650888.html
690895056,1700,9,https://images.craigslist.org/01313_2bbVoPjw81N_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/glendale-vintage-victorian-couch/6908950568.html
691364250,100,3,https://images.craigslist.org/00707_3AeO29Kcyl3_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-ikea-kivik-couch-and-chaise/6913642504.html
691364178,0,3,https://images.craigslist.org/00w0w_CdL74QtNVP_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/pacific-palisades-couch-sofa/6913641789.html
691364180,300,3,https://images.craigslist.org/00G0G_jRtVAeAUqJw_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-vintage-leather-couch-large/6913641806.html
689799168,499,24,https://images.craigslist.org/00w0w_eEuo5X2nONx_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/orange-living-room-couch-set-plus/6897991687.html
691362329,600,3,https://images.craigslist.org/00h0h_kEdMt4WUI46_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/redondo-beach-west-elm-urban-sofa-couch/6913623290.html
691034756,60,7,https://images.craigslist.org/00w0w_iKd2TZXkLzN_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/costa-mesa-9-foot-super-long-mid/6910347568.html
691361596,1200,3,https://images.craigslist.org/00z0z_dG2jZGuaRWj_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/santa-ana-modani-white-leather/6913615962.html
691360110,250,3,https://images.craigslist.org/00303_lEceUu1UGB9_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/pasadena-moving-sale-couch/6913601105.html
691359967,250,3,https://images.craigslist.org/00h0h_2V6wJzan9d4_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/venice-cb2-movie-sofa-couch/6913599671.html
691359614,175,3,https://images.craigslist.org/00A0A_bQAjZXDxfLx_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/redondo-beach-couch-chocolate-brown/6913596149.html
691358544,50,3,https://images.craigslist.org/00u0u_iYWjV6DoVsx_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/gardena-ikea-couch-sofa/6913585441.html
691357977,250,3,https://images.craigslist.org/00I0I_5bnNaBD35CI_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-broyhill-sofa-couch/6913579775.html
691357524,700,3,https://images.craigslist.org/00b0b_4lAWvgJJbyw_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/costa-mesa-black-leather-couch-moving/6913575243.html
691357012,950,3,https://images.craigslist.org/00909_j4HIsfzZsHm_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-rare-vintage-1976-paul/6913570122.html
691356858,0,3,https://images.craigslist.org/00k0k_jnwTSAiUdFY_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/north-hollywood-free-couch-leopard-print/6913568580.html
691000373,400,8,https://images.craigslist.org/00o0o_harlDFjWNwe_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/studio-city-cream-sectional-couch/6910003733.html
690910397,350,9,https://images.craigslist.org/00m0m_enBtTOeDbBX_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-desiree-divani-chance-white/6909103977.html
690203663,800,19,https://images.craigslist.org/00i0i_fzp8e5EwoHk_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/covina-west-elm-henry-full-sleeper/6902036636.html
691354312,100,3,https://images.craigslist.org/01616_hMdCTyCFLjm_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/north-hollywood-duel-reclining-couch/6913543128.html
690649489,25,13,https://images.craigslist.org/00r0r_8wVPPhMrNdi_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-fainting-couch/6906494890.html
691352092,150,3,https://images.craigslist.org/01212_hwyRuV6PFNJ_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-cool-gray-couch-from/6913520924.html
691351893,0,3,https://images.craigslist.org/00K0K_fFHTy16LUHL_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/culver-city-free-bed-mattress-couch-and/6913518930.html
691351830,400,3,https://images.craigslist.org/00S0S_ipcvKgC5Za4_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-leather-couch-obo/6913518302.html
691350481,0,3,https://images.craigslist.org/00a0a_NKFm7isfgt_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/chatsworth-trundle-bed-dresser-couch/6913504819.html
689801258,100,24,https://images.craigslist.org/00o0o_lEiXB3BFlWG_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-couch-with-style/6898012584.html
691348646,550,3,https://images.craigslist.org/00M0M_iW1tTMiaPBz_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-hodan-sofa-chaise-couch/6913486461.html
691347783,350,3,https://images.craigslist.org/00N0N_25j4jcKfTCl_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/glendale-used-couch/6913477834.html
690584117,25,13,https://images.craigslist.org/00M0M_947wBMFYjij_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/north-hollywood-chair-sofa-couch-over/6905841178.html
691346459,600,3,https://images.craigslist.org/00n0n_d9bIgyBrGSR_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/manhattan-beach-lee-industries-two/6913464593.html
691346351,350,3,https://images.craigslist.org/00N0N_25j4jcKfTCl_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/glendale-used-couch/6913463511.html
691345171,200,3,https://images.craigslist.org/01313_9qyQ89Kgm3T_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/santa-ana-couch/6913451716.html
691157034,200,6,https://images.craigslist.org/00606_fNxJssQYTGA_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-luxury-white-leather-couch/6911570340.html
690717248,20,12,https://images.craigslist.org/00t0t_9Fah9us5gZh_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/anaheim-couch/6907172481.html
691344133,299,3,https://images.craigslist.org/00W0W_huYHvjcyEgb_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/hermosa-beach-hd-buttercup-super-comfy/6913441338.html
690323198,755,17,https://images.craigslist.org/01111_dHlAdQkeiHX_600x450.jpg,https://losangeles.craigslist.org/lgb/fuo/d/downey-beautiful-white-feather-down/6903231986.html
691343542,50,3,https://images.craigslist.org/00D0D_5NKqUKSclAL_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-smll-couch-great-shape/6913435425.html
691343246,250,3,https://images.craigslist.org/00m0m_27Wux7KCOGI_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-moving-sale-modern-white/6913432460.html
690739707,295,11,https://images.craigslist.org/00Q0Q_b9nSDEjOCrA_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/northridge-macys-loveseat-sofa-couch/6907397078.html
691341735,300,3,https://images.craigslist.org/00o0o_i7488WnDAci_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-high-end-crafted/6913417354.html
691337862,0,3,https://images.craigslist.org/00i0i_apFYWr5AEap_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/beverly-hills-man-and-pickup-light/6913378627.html
690707521,59,12,https://images.craigslist.org/00D0D_eUfxw91WOuJ_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-super-comfy-olive-green/6907075218.html
691341179,200,3,https://images.craigslist.org/00e0e_6UpB8UYtYPL_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/orange-sectional-couch/6913411796.html
691340250,150,3,https://images.craigslist.org/00y0y_5li6TSwNFdj_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/fountain-valley-couch-and-loveseat-and/6913402505.html
691337786,0,3,https://images.craigslist.org/00O0O_9YIxhIIlSnA_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-need-couch-dresser-table/6913377868.html
691003690,800,8,https://images.craigslist.org/00g0g_5wuMdfkGoXJ_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/san-pedro-1920s-blue-striped-velvet/6910036903.html
691338468,95,3,https://images.craigslist.org/00202_97V8SLTsxKL_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/torrance-vintage-couch/6913384688.html
691337339,150,3,https://images.craigslist.org/00G0G_hd2fAn6iTU1_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-black-leather-couch/6913373397.html
691117673,600,6,https://images.craigslist.org/00505_li9Ryp6IUly_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/van-nuys-down-chenille-sofa-couch/6911176739.html
691335710,200,3,https://images.craigslist.org/00606_hzqS0U1o5x0_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/manhattan-beach-white-leather-couch/6913357103.html
689184258,175,32,https://images.craigslist.org/00U0U_fB1rTBtfMIB_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/whittier-modern-futon-daybed-couch-sofa/6891842586.html
690934784,165,9,https://images.craigslist.org/00b0b_gQiXB5bp5Rq_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-couch-and-club-chair/6909347846.html
691334213,165,3,https://images.craigslist.org/00b0b_gQiXB5bp5Rq_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-sofa-couch/6913342134.html
691333344,250,3,https://images.craigslist.org/00808_eDK9sEwPi9o_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-couch/6913333447.html
691332849,450,3,https://images.craigslist.org/00101_9mn9LNdDCb5_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/culver-city-queen-pull-out-couch-bed/6913328499.html
691331761,650,3,https://images.craigslist.org/00B0B_5yIdJialA50_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/burbank-galleries-sofa-and-couch/6913317611.html
691329638,285,3,https://images.craigslist.org/00O0O_1HtqiJ3bSLz_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-room-board-couch-pick-up/6913296385.html
691326449,277,3,https://images.craigslist.org/00909_4dIGoeyXEj7_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/valley-village-modern-white-sectional/6913264499.html
691325409,0,3,https://images.craigslist.org/00f0f_cBxCWUvH7Yi_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/chatsworth-cedar-storage-burgundy-couch/6913254091.html
689172043,425,32,https://images.craigslist.org/00k0k_eOWW0Eu3h1G_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/encino-couch-distressed-leather-paisley/6891720437.html
691324533,20,3,https://images.craigslist.org/00a0a_4sLehOBJXn3_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/long-beach-leather-couch/6913245338.html
691317513,800,4,https://images.craigslist.org/00t0t_7AqjKZKFiaF_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/van-nuys-highback-rolled-arm-golden/6913175130.html
691316397,200,4,https://images.craigslist.org/00n0n_cMG1yej2xsz_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/calabasas-ashley-manor-inc-sofa-couch/6913163971.html
691316228,180,4,https://images.craigslist.org/00b0b_ceiYiDhynk_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/hawthorne-couch-loveseat/6913162282.html
691315871,70,4,https://images.craigslist.org/00t0t_aLzoygkrOZG_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/panorama-city-black-faux-bonded-leather/6913158714.html
691315018,450,4,https://images.craigslist.org/00k0k_j5iHnSJ4BY5_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/calabasas-sunbrella-fabric-outdoor/6913150186.html
691146716,80,6,https://images.craigslist.org/01414_eElP9byiaFl_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-west-elm-couch/6911467168.html
689216286,0,32,https://images.craigslist.org/00w0w_9qGZlfdLrnz_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/wooden-custom-furniture-couch-bench/6892162868.html
690442765,750,15,https://images.craigslist.org/00707_hvjITyZrRFC_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/tujunga-nice-leather-couch-set/6904427655.html
691313440,20,4,https://images.craigslist.org/00E0E_krc56e9DOm0_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-very-nice-large-brown/6913134402.html
691313235,200,4,https://images.craigslist.org/00p0p_1J9W1pkjGen_600x450.jpg,https://inlandempire.craigslist.org/fuo/d/brea-couch-for-sale-practically-brand/6913132359.html
691312720,30,4,https://images.craigslist.org/00i0i_37JWDXUZOwj_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/costa-mesa-sectional-couch/6913127202.html
691311725,400,4,https://images.craigslist.org/00w0w_e9CfvANBntb_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-grey-sofa-all-modern-couch/6913117250.html
691311404,250,4,https://images.craigslist.org/00a0a_hcPgxupV5x7_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-royal-blue-couch/6913114042.html
691311419,600,4,https://images.craigslist.org/00101_cPTvvwSeOGF_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/north-hollywood-shaped-couch/6913114194.html
691311023,250,4,https://images.craigslist.org/00H0H_hdF30dTPVfQ_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/hermosa-beach-large-leather-sectional/6913110239.html
690002309,100,21,https://images.craigslist.org/00303_7hcNDS0FHZZ_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/beverly-hills-moving-must-sell-super/6900023095.html
689212098,150,32,https://images.craigslist.org/01212_hWpIlErcXlx_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/la-crescenta-couch-and-love-seet/6892120984.html
691309881,95,4,https://images.craigslist.org/00x0x_jswHfXDV212_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/anaheim-need-couch-comfortable-sleeper/6913098814.html
691309419,375,4,https://images.craigslist.org/00w0w_3F1yHycMDLX_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-sofa-couch-obo/6913094196.html
690553362,100,14,https://images.craigslist.org/00x0x_94PXkE2XT6F_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/north-hills-fold-down-couch-futon/6905533627.html
691119120,1300,6,https://images.craigslist.org/00V0V_9Py2djuIhwy_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/pasadena-amazing-blue-suede-couch/6911191204.html
691307290,999,4,https://images.craigslist.org/00A0A_a4mApAPGd5g_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-cb2-heather-gray-sectional/6913072905.html
691306548,450,4,https://images.craigslist.org/01414_dK5QoBTRAk6_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/venice-dark-brown-broyhill-couch/6913065482.html
691306654,500,4,https://images.craigslist.org/01616_8ghgoojk5oV_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/glendale-like-new-couch-from-living/6913066546.html
691306226,100,4,https://images.craigslist.org/00x0x_hjJ2COMoafJ_600x450.jpg,https://losangeles.craigslist.org/lgb/fuo/d/long-beach-couch-for-sale-firm/6913062268.html
690980411,45,8,https://images.craigslist.org/00C0C_6JihVCvFO32_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/brea-couch/6909804111.html
689184343,600,32,https://images.craigslist.org/01111_cTTRjbgTYqg_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/new-west-elm-urban-cayenne-red-modern-3/6891843430.html
690108268,245,20,https://images.craigslist.org/00W0W_czSgX0xT8uT_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/rosemead-brand-new-ikea-gray-karlstad/6901082685.html
691303978,249,4,https://images.craigslist.org/00g0g_9dw4ps6FYQa_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/tarzana-couch-in-light-green-color/6913039785.html
691303866,100,4,https://images.craigslist.org/00x0x_hjJ2COMoafJ_600x450.jpg,https://losangeles.craigslist.org/lgb/fuo/d/long-beach-ashley-couch-for-sale-firm/6913038669.html
691303144,250,4,https://images.craigslist.org/00D0D_iMKS0KqbXV9_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-couch-great-condition/6913031444.html
691302722,1200,4,https://images.craigslist.org/00M0M_73VwRpPql47_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-article-sven-sectional-sofa/6913027227.html
690249376,40,18,https://images.craigslist.org/00V0V_6SDAMBM7RDx_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/lomita-merax-adjustable-fabric-folding/6902493765.html
691302042,150,4,https://images.craigslist.org/00E0E_kozHqUboVYP_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-give-us-your-best-offer/6913020423.html
691301322,75,4,https://images.craigslist.org/00K0K_h5R50TuQZYc_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/inglewood-matching-couch-table-and/6913013228.html
691300022,800,4,https://images.craigslist.org/00d0d_8Ph1yR9aQx0_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-couch-and-chair-and/6913000224.html
690854584,699,10,https://images.craigslist.org/00P0P_15WO3QF9MLE_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-ashley-furniture-leather/6908545848.html
691298661,135,4,https://images.craigslist.org/00u0u_eqlnJv5OOLx_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/redondo-beach-couch-sectional/6912986616.html
691297332,900,4,https://images.craigslist.org/00000_aVJENyvMumn_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-sectional-couch-left-side/6912973320.html
691296722,350,4,https://images.craigslist.org/00L0L_eRCJaJqhiVA_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/pasadena-grey-couch-great-condition/6912967227.html
691296436,40,4,https://images.craigslist.org/00H0H_b5E3zfEuU7H_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-recliner-couch/6912964360.html
691295805,250,4,https://images.craigslist.org/00202_1YZC4fCXzDk_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-large-couch-like-new/6912958052.html
691293708,300,4,https://images.craigslist.org/00z0z_aU9IGyjTkcC_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-futon-sofa-bed-couch/6912937081.html
691293802,250,4,https://images.craigslist.org/00v0v_hw3yqRhhO30_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-sectional-sofa-couch-for/6912938029.html
691293417,0,4,https://images.craigslist.org/00V0V_kJH1zIg5FxP_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-free-sleeper-couch/6912934177.html
690421334,0,16,https://images.craigslist.org/00n0n_izd0rTuBYhE_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/tustin-free-couch/6904213342.html
691292058,0,4,https://images.craigslist.org/01515_boAd3Q3a1EM_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/pasadena-free-couch/6912920585.html
690290124,300,17,https://images.craigslist.org/00b0b_33HsDne1RTL_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-navy-blue-couch/6902901248.html
690748377,175,11,https://images.craigslist.org/00W0W_1ni6jJ3AuTo_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-green-couch/6907483775.html
691009752,1,8,https://images.craigslist.org/00b0b_ighM4NBWVrh_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-moving-sale-couch-tv-lamps/6910097525.html
690747876,200,11,https://images.craigslist.org/00Y0Y_b8MpPGXTDwK_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-sleeper-couch/6907478769.html
690821365,550,10,https://images.craigslist.org/00t0t_hbxFXAdsf72_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/studio-city-most-comfortable-couch/6908213656.html
691290361,100,4,https://images.craigslist.org/00s0s_g8eW6Ky3CNi_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/lakewood-couch/6912903614.html
691290315,600,4,https://images.craigslist.org/00O0O_7nVQ5I79hqH_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/pasadena-sofa-couch-club-chair-black/6912903151.html
691290069,200,4,https://images.craigslist.org/00k0k_eUHYY7Q0LAp_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/culver-city-used-couch/6912900698.html
690751287,1397,11,https://images.craigslist.org/01313_fixDalrFUtd_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-corduroy-mocca-down/6907512872.html
690832613,250,10,https://images.craigslist.org/01616_aMtZhmH1obC_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/venice-leather-living-room-set-couch/6908326138.html
691289238,300,4,https://images.craigslist.org/00i0i_jMVrLL3fA12_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/alhambra-real-leather-couch/6912892383.html
691288509,600,4,https://images.craigslist.org/00O0O_7nVQ5I79hqH_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/pasadena-sofa-couch-club-chair-black/6912885095.html
691287159,200,4,https://images.craigslist.org/00L0L_7L5fkt1nUT7_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/culver-city-used-half-and-full-couch/6912871598.html
691286586,275,4,https://images.craigslist.org/00O0O_fAal7VOpaEm_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-grey-couch/6912865862.html
691047072,300,7,https://images.craigslist.org/00O0O_fAal7VOpaEm_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-grey-couch/6910470724.html
690779138,700,11,https://images.craigslist.org/00j0j_avcB6kefqHh_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-ashley-furniture-couches-x2/6907791386.html
690839819,200,10,https://images.craigslist.org/01616_h9mzSv6Q9wQ_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/glendale-couch-sofa-with-two-side/6908398192.html
691285160,1900,4,https://images.craigslist.org/00c0c_7ba2waQWDaR_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-gorgeous-new-leather-couch/6912851604.html
691284688,1900,4,https://images.craigslist.org/00c0c_7ba2waQWDaR_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-gorgeous-new-leather-couch/6912846883.html
691284310,1900,4,https://images.craigslist.org/01717_8XuR4EVm3XN_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-gorgeous-new-leather-couch/6912843105.html
691283947,50,4,https://images.craigslist.org/00K0K_jNADQ3HiBPN_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/west-hollywood-couch-for-sale/6912839470.html
691283729,350,4,https://images.craigslist.org/00707_4hxzyskaCHO_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-350-white-faux-leather/6912837291.html
691283746,1900,4,https://images.craigslist.org/00K0K_bYE9STN17sv_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-gorgeous-new-leather-couch/6912837462.html
691282766,1900,4,https://images.craigslist.org/00K0K_bYE9STN17sv_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-gorgeous-new-leather-cigar/6912827663.html
691282156,400,4,https://images.craigslist.org/00101_lHKqUjayDed_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/south-pasadena-gorgeous-green-leather/6912821564.html
691282235,1900,4,https://images.craigslist.org/00K0K_bYE9STN17sv_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-gorgeous-new-leather-cigar/6912822359.html
691281945,1900,4,https://images.craigslist.org/00K0K_bYE9STN17sv_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-gorgeous-new-leather-cigar/6912819452.html
691281713,200,4,https://images.craigslist.org/01010_epjxuuZjhFb_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-floral-couch-love-seat/6912817137.html
691280883,4000,4,https://images.craigslist.org/00q0q_d2Y18herCkJ_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/burbank-restoration-hardware-couch-and/6912808830.html
691280909,350,4,https://images.craigslist.org/00202_4LmaINIsQPe_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-couch-chaise/6912809090.html
691280348,100,4,https://images.craigslist.org/00j0j_jAnvf4YSWBm_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/costa-mesa-couch/6912803489.html
691280243,50,4,https://images.craigslist.org/00z0z_lo00QOVYUyv_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-ikea-couch/6912802432.html
691279402,800,4,https://images.craigslist.org/00V0V_9d53Fp2dFOH_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/torrance-leather-couch-chair/6912794022.html
691279458,650,4,https://images.craigslist.org/00h0h_gURigwZ0ZQZ_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-outdoor-patio-couch-lounge/6912794581.html
691114870,50,6,https://images.craigslist.org/00u0u_6q0P02twSsM_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/la-crescenta-leather-couch/6911148705.html
